Depth (ft),ROP (ft/hr),WOB (k-lbs),Temp Out (degF),Temp In (degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (liters/min),Flow Out (%),WH Pressure (psi)
6955.43,15.46,24.52,133.06,118.05,226.02,1590.15,126.22,134.25,37.86,2330.87,64.97,2.69
6956.44,16.9,25.92,132.98,118.13,225.97,1615.9,124.82,136.12,37.44,2056.42,71.57,2.31
6957.45,19.03,24.52,132.91,118.25,225.99,1546.96,126.22,137.41,37.38,2339,75.24,2.31
6958.46,14.91,18.31,131.84,114.66,234.29,1606.81,132.43,132.15,35.6,2355.28,74.44,3.84
6959.47,20.62,22.48,131.84,115.04,234.31,1643.18,128.26,131.51,37.95,2288.43,65.92,3.84
6960.49,22.37,22.62,131.84,115.27,234.42,1626.51,128.12,129.48,34.14,2367.51,67.8,4.22
6961.5,15.02,24.39,131.95,115.65,234.26,1708.33,126.35,127.46,37.7,2368.3,77.03,4.6
6962.51,11.65,22.72,132.15,116.19,234.81,1631.81,128.02,128.15,36.13,2356.91,75.1,4.6
6963.52,11,21.7,132.41,116.68,235.42,1677.27,129.04,129.14,27.31,2354.45,74.16,4.6
6964.54,17.59,25.13,132.56,116.95,235.57,1639.39,125.61,122.39,38.52,2371.56,74.44,4.98
6965.54,14.36,25.54,132.76,117.22,236,1656.82,125.2,128.19,35.11,2378.11,75.66,4.98
6966.55,12.36,24.9,132.95,117.52,235.83,1597.72,125.84,133.64,34.87,2338.97,75.15,4.98
6966.55,12.36,24.9,132.95,117.52,235.83,1597.72,125.84,133.64,34.87,2338.97,75.15,4.98
6967.57,15.73,26.1,132.3,115.27,229.1,1499.23,119.91,121.02,36.07,2334.88,79.48,6.13
6968.58,13.35,26.24,132.56,115.88,229.55,1500.75,119.77,126.32,34.2,2356.91,69.64,6.13
6969.59,15.47,25.17,132.68,116.19,229.67,1537.11,120.84,123.96,35.73,2312.89,68.98,6.51
6970.6,13.57,25.03,132.76,116.53,229.74,1576.51,120.98,124.11,34.58,2322.65,74.96,6.51
6971.61,13.67,25.45,132.91,116.68,229.98,1591.66,120.56,126.21,36.74,2308,72.56,6.89
6972.62,16.14,25.82,133.02,116.87,230.57,1534.08,120.19,127.5,37.13,2316.97,71.14,6.89
6973.63,13.46,24.52,133.17,117.03,230.4,1546.96,121.49,127.27,34.88,2343.85,73.26,7.27
6974.64,10.98,25.08,133.33,117.37,228.05,1496.96,120.93,126.24,35.02,2357.7,72.84,6.89
6975.65,12.06,25.27,133.82,117.86,228,1465.9,120.75,124.57,34.52,2303.91,74.96,6.89
6976.66,13.66,26.24,134.05,118.13,228.54,1469.68,119.77,126.05,37.51,2360.96,74.72,7.27
6977.67,13.76,25.68,133.9,118.32,228.22,1565.14,120.33,122.05,37.57,2325.11,70.01,7.65
6978.68,14.89,26.33,133.82,118.4,228.15,1448.47,119.68,119.69,36.39,2338.97,69.31,7.65
6979.69,13.71,26.61,133.78,118.4,229.12,1528.02,119.4,120.53,35.16,2286.01,65.54,7.65
6980.7,13.51,26.1,133.75,118.32,229.19,1449.23,119.91,123.42,35.92,2312.09,73.17,7.65
6981.7,13.21,24.71,133.75,118.25,229.03,1518.17,121.3,118.66,36.24,2357.7,78.02,7.65
6982.71,17.64,25.45,133.78,118.25,228.63,1530.29,120.56,120.53,35.8,2336.51,77.55,7.65
6983.72,14.66,25.36,133.82,118.25,228.59,1534.84,120.65,123.73,31.69,2332.46,77.69,7.65
6984.73,19.76,26.1,133.82,118.21,228.17,1540.14,119.91,123.61,35.63,2302.29,72.56,8.03
6985.74,15.33,27.45,134.17,118.05,227.86,1609.84,118.57,117.02,38.06,2282.72,81.17,8.03
6986.75,16.01,25.17,134.36,118.21,227.8,1556.05,120.84,125.37,34.69,2304.75,75.15,8.03
6987.76,20.31,25.64,134.28,118.25,227.18,1570.45,120.37,122.77,34.99,2281.92,68.79,8.41
6988.77,16.25,25.87,134.17,118.4,226.96,1545.45,120.14,124.38,35.81,2321.86,71.28,8.03
6989.78,14.49,24.62,134.2,118.44,226.75,1558.33,121.39,120.83,36.21,2295.78,65.49,8.03
6990.79,13.81,25.36,134.17,118.51,226.5,1524.99,120.65,124.03,35.25,2317.77,72.6,8.03
6991.8,17.08,26.66,134.13,118.66,226.55,1546.2,119.35,118.5,37.71,2317.77,75.57,8.03
6992.81,12.66,24.71,134.2,118.78,226.2,1534.08,121.3,123.54,36.46,2313.72,70.01,8.03
6993.82,13.88,25.68,134.17,118.82,225.31,1574.24,120.33,120.22,35.63,2327.57,68.6,8.03
6994.83,12.57,24.71,134.17,118.86,225.11,1546.2,121.3,125.1,35.57,2335.71,73.03,8.03
6995.84,11.53,26.19,134.13,118.86,225.11,1524.99,119.82,119.42,35.34,2325.95,76.04,8.03
6996.85,13.61,24.99,134.13,118.89,224.76,1528.02,121.02,118.12,36.22,2319.4,70.3,8.03
6997.86,14.72,26.1,134.05,118.82,224.81,1553.02,119.91,125.82,34.24,2279.46,69.02,8.41
6998.87,14.25,0,133.4,114.93,219.66,1578.78,118.52,124.34,39.72,2312.09,80.18,8.79
6999.88,19.06,25.13,133.37,115.61,220.43,1656.06,118.57,122.51,37.24,2303.12,72.46,8.79
7000.89,14.53,24.25,133.48,116.03,220.99,1634.09,119.45,127.88,35.13,2354.45,76.04,8.79
7001.9,16.99,24.25,133.52,116.38,221.18,1602.27,119.45,123.8,35.86,2356.08,78.35,8.79
7002.91,14.65,25.13,133.52,116.72,221.52,1551.51,118.57,128.61,35.72,2316.14,72.6,8.79
7003.92,15.94,24.76,133.48,116.87,221.96,1620.45,118.94,123.88,35.86,2284.34,64.74,8.79
7004.93,16.29,24.62,133.56,116.95,222.26,1559.84,119.08,122.81,37.33,2334.08,66.25,8.79
7005.94,14.96,25.04,133.67,117.1,222.37,1574.99,118.66,119.53,35.67,2341.43,71.8,8.79
7006.95,15.27,24.9,133.71,117.1,222.25,1652.27,118.8,119.46,36.97,2307.17,74.91,8.79
7007.96,15.14,23.97,133.71,117.1,222.11,1596.96,119.73,121.55,34.15,2263.18,70.91,8.79
7008.97,16.52,24.25,133.67,117.06,222.44,1570.45,119.45,123.61,36.07,2266.44,68.13,9.18
7009.98,15.93,25.13,133.63,117.1,222.51,1573.48,118.57,119.11,36.78,2338.97,71.33,8.79
7010.98,15.87,24.2,133.56,117.1,222.68,1571.96,119.49,123.04,36.16,2275.41,74.39,9.18
7011.99,15.53,25.18,133.56,117.06,223,1565.14,118.52,118.43,36.65,2288.43,81.13,8.79
7013,15.47,24.57,133.56,117.06,223.43,1688.64,119.12,122.28,36.11,2341.43,72.74,9.18
7014.01,13.41,24.76,133.59,117.14,223.91,1610.6,118.94,125.6,35.19,2347.94,78.16,9.18
7015.02,17.22,24.62,133.63,117.22,223.95,1647.72,119.08,125.1,35.84,2309.63,75.05,9.18
7016.03,13.87,23.69,133.71,117.33,224.45,1606.81,120,126.09,35.37,2361.79,74.53,9.56
7017.04,16.84,25.04,133.75,117.44,224.61,1685.61,118.66,125.14,35.51,2345.48,74.53,9.56
7018.05,15.74,24.02,133.75,117.56,224.7,1608.33,119.68,126.02,35.93,2345.48,76.84,9.56
7018.05,15.74,24.02,133.75,117.56,224.7,1608.33,119.68,126.02,35.93,2345.48,76.84,9.56
7019.06,15.25,24.94,133.78,117.67,224.76,1644.69,118.75,123.58,36.01,2329.2,73.64,9.56
7020.07,17.72,25.73,133.75,117.71,224.42,1620.45,117.96,123.84,36.97,2322.65,76.13,9.56
7021.08,15.33,24.94,133.75,117.67,224.09,1652.27,118.75,128.46,35.58,2312.89,65.77,9.56
7022.09,16.52,25.82,133.78,117.71,223.84,1579.54,117.87,123.5,37.06,2330.83,71.47,9.56
7023.1,14.04,25.13,133.71,117.6,223.74,1584.08,118.57,124.83,34.79,2325.95,74.86,9.56
7024.11,17.23,25.18,133.71,117.56,223.26,1606.06,118.52,125.18,36.46,2311.26,80.18,9.56
7025.12,13.21,23.65,133.75,117.64,222.83,1603.78,120.05,124.83,35.64,2333.25,80.09,9.56
7026.13,16.22,25.59,133.78,117.67,222.09,1646.97,118.1,123.31,36.1,2325.95,77.97,9.56
7027.14,16.22,24.43,133.78,117.71,222.01,1669.7,119.26,120.56,31.64,2298.24,69.26,9.56
7028.15,14.53,25.41,133.75,117.83,221.76,1641.66,118.29,125.21,35.25,2352.82,73.64,9.56
7029.16,15.59,24.67,133.82,117.86,221.71,1626.51,119.03,124.76,36.25,2356.08,74.53,9.56
7030.17,14.14,25.73,133.86,117.94,221.41,1625.75,117.96,121.06,33,2353.65,71.85,9.56
7031.17,10.04,26.15,132.98,116.22,218.58,1562.87,127.98,127.54,34.03,2327.61,72.46,9.56
7032.18,10.18,24.48,133.21,116.76,217.73,1578.02,129.65,130.67,34.35,2279.57,65.35,9.94
7033.19,10.01,25.08,133.29,117.03,217.41,1531.05,129.04,130.97,36.86,2315.42,73.12,9.94
7034.2,14.43,25.5,133.37,117.18,216.95,1531.81,128.63,128.15,36.59,2295.06,71.99,9.94
7035.21,10.57,23.88,133.44,117.29,217.1,1559.84,130.25,128.15,35.08,2310.5,69.87,9.94
7036.22,11.22,25.68,133.63,117.37,216.97,1615.9,128.44,129.18,36.54,2299.94,75.15,9.94
7037.23,7.17,25.45,133.63,117.64,216.62,1621.97,128.67,127.2,35.17,2311.33,74.77,9.94
7038.93,16.64,26.45,133.75,117.83,214.45,1559.84,112.68,131.43,35.96,2345.55,68.27,10.32
7039.94,17.01,25.45,134.01,118.51,214.15,1456.05,128.67,138.94,36.84,2358.58,76.94,10.32
7040.95,10.66,26.75,134.13,118.74,214.81,1565.14,127.37,130.59,34.73,2385.45,68.13,10.32
7041.96,9.25,26.84,134.2,118.74,215.19,1494.69,127.28,132.69,36.39,2358.58,66.62,10.32
7042.97,9.32,25.54,134.2,118.59,215.72,1468.93,128.58,129.33,34.7,2335.75,68.6,10.32
7043.98,9.39,26.05,134.24,118.4,215.08,1568.17,128.07,132.08,34.15,2347.18,73.17,10.32
7044.99,10.53,27.12,134.2,118.28,215.06,1568.93,127,129.75,34.67,2332.49,73.92,10.32
7046,9.59,25.78,134.17,118.13,214.62,1491.66,128.35,133.83,35.92,2322.73,69.21,10.32
7047.03,11.47,25.59,134.55,118.09,214.14,1499.23,128.53,128.91,34.52,2285.25,79.57,10.32
7048.04,10.39,26.75,134.74,118.25,212.79,1563.63,127.37,134.78,36.04,2325.98,70.58,10.7
7049.05,11.65,25.92,134.59,118.36,213.07,1495.44,128.21,127.04,36.98,2317.05,76.42,10.32
7050.06,11.01,24.52,134.47,118.44,214.16,1487.87,129.6,131.16,37.06,2334.95,71.1,10.32
7051.07,10.45,26.89,134.36,118.55,215.21,1512.87,127.24,133.14,36.94,2302.36,71.57,10.32
7052.08,8.95,25.03,134.36,118.55,215.84,1484.08,129.09,128.84,35.75,2317.84,72.08,10.32
7053.09,11.08,25.13,134.28,118.63,215.79,1580.3,129,130.55,36.31,2316.22,75.9,10.32
7054.1,10.69,24.8,134.24,118.66,215.72,1528.02,129.32,131.47,35.83,2283.62,74.96,10.32
7055.11,9.28,25.36,134.2,118.66,215.76,1497.72,128.77,135.78,36.22,2298.31,73.54,10.32
7056.12,11.76,25.59,134.28,118.66,215.53,1556.05,128.53,127.01,36.77,2296.68,68.22,10.32
7057.13,9.39,25.54,134.39,118.7,215.11,1500.75,128.58,129.48,35.4,2287.71,71.24,10.7
7058.14,9.08,22.21,134.59,118.86,214.88,1499.99,131.92,129.64,34.17,2304.82,74.72,10.32
7059.15,12.01,24.71,134.59,118.82,214.34,1509.08,129.41,128.42,35.11,2290.97,75.24,10.32
7060.16,8.95,25.59,134.62,118.82,214.3,1571.21,128.53,125.48,34.06,2313.76,74.25,10.32
7061.17,10.23,26.01,134.66,118.93,214.68,1512.87,128.12,129.48,36.21,2323.56,70.62,10.32
7062.17,10.01,25.64,134.66,119.01,213.89,1527.26,128.49,130.86,35.46,2286.08,78.35,10.32
7063.18,10.51,22.16,133.86,116.87,211.11,1584.08,128.53,130.13,34.85,2303.19,66.06,10.7
7064.19,7.8,21.84,134.01,117.37,212.55,1563.63,128.86,134.75,34.88,2286.08,72.27,10.7
7065.2,11.72,24.57,134.09,117.64,212.28,1620.45,126.12,131.66,37.1,2356.95,66.1,11.08
7066.21,10.29,24.94,134.2,118.05,210.38,1537.87,125.75,132.65,35.83,2329.24,72.7,11.08
7067.22,11.58,25.22,134.39,117.75,213.02,1512.87,125.47,132.42,36.71,2299.94,79.05,11.08
7068.23,10.92,23.69,134.39,117.79,214.22,1437.86,127,130.44,36.36,2343.09,82.07,11.08
7069.24,10.66,23.92,134.39,118.36,215.51,1465.14,126.77,131.62,36.94,2332.49,74.91,11.08
7070.25,10.48,23.78,134.43,118.47,216.52,1490.9,126.91,132.8,36.66,2300.73,79.05,10.7
7071.26,11.81,26.05,134.43,118.63,216.8,1534.08,124.64,128.11,36.08,2323.56,72.51,11.08
7072.27,11.08,24.8,134.43,118.66,217.08,1514.38,125.89,132.19,36.87,2318.68,74.02,11.08
7073.28,10.18,25.31,134.39,118.63,217.94,1601.51,125.38,129.45,35.57,2312.96,72.37,11.08
7074.29,12.2,24.52,134.36,118.66,218.11,1559.84,126.17,128.19,35.76,2290.17,68.98,11.08
7075.3,10.25,24.29,134.62,118.63,217.37,1521.96,126.4,124.99,36.86,2281.2,76.09,11.08
7076.31,11.13,25.59,134.93,117.86,217.66,1549.23,125.1,131.35,35.17,2303.99,72.56,11.08
7077.32,9.98,24.48,134.74,117.83,216.71,1504.53,126.22,137.11,34.67,2285.25,74.82,11.08
7078.33,9.11,20.58,134.66,118.02,216.1,1518.93,130.11,138.52,32.66,2261.67,69.17,11.08
7079.34,12.19,24.71,134.62,118.02,216.26,1566.66,125.98,135.7,34.72,2275.49,63.94,11.08
7080.35,11.22,24.01,134.51,118.05,217.13,1499.23,126.68,137.38,35.8,2281.2,76.61,11.46
7081.36,11.35,25.13,134.43,118.02,217.88,1500.75,125.57,137.19,35.46,2290.17,73.5,11.08
7082.37,11.5,26.33,134.39,117.94,218.09,1559.84,124.36,138.52,36.34,2286.88,73.64,11.08
7083.38,10.3,26.56,134.32,118.02,219.25,1512.11,124.13,137.34,34.53,2282,75.66,11.08
7084.39,9.52,26.52,134.32,119.01,219.19,1543.17,124.18,139.02,34.64,2279.57,67.47,11.46
7085.4,11.76,25.22,134.39,118.86,220.58,1529.54,125.47,132.88,35.38,2294.22,73.31,11.08
7086.41,10.36,25.82,134.55,118.66,221.09,1507.57,124.87,128.95,35.19,2308.87,75.71,11.08
7087.42,11.56,26.29,134.62,118.59,221.13,1581.05,124.41,131.58,36.19,2332.49,69.78,11.08
7088.43,11.17,26.15,134.59,118.55,221.11,1521.2,124.55,130.25,36.39,2301.57,74.3,11.08
7089.45,12.3,26.15,134.59,118.47,219,1517.41,124.55,124.11,35.46,2288.55,76.61,11.08
7090.46,11.7,25.41,134.55,118.47,218.83,1512.11,125.29,129.45,35.16,2279.57,71.57,11.08
7091.47,10.77,27.21,134.43,118.4,218.37,1572.72,123.48,133.11,33.88,2284.46,69.21,11.08
7092.5,13.97,26.84,134.39,118.59,218.47,1553.02,123.85,128.34,35.08,2268.18,62.81,11.08
7093.52,10.29,25.68,134.32,118.21,220.33,1604.54,125.01,134.59,34.55,2304.82,73.21,11.08
7094.53,15.81,21.46,132.87,114.55,221.21,1621.97,129.23,135.93,37.13,2326.74,75.15,10.7
7095.54,9.44,21.42,132.95,115.84,219.48,1559.84,129.28,142.18,38.27,2273.78,67.19,10.7
7096.54,12.19,22.81,133.02,116.53,219.83,1525.75,127.88,138.33,35.66,2281.92,69.17,10.7
7097.55,9.34,23.13,133.21,117.14,220.46,1640.91,127.56,143.74,35.63,2321.02,76.04,10.32
7098.56,9.32,23.27,133.37,117.6,220.82,1543.93,127.42,146.22,35.55,2281.09,66.67,9.94
7099.57,9.54,23.27,133.56,117.9,219.73,1528.02,127.42,147.06,36.87,2303.12,69.35,9.94
7100.58,10.24,22.25,133.56,118.13,220.51,1534.84,128.44,148.97,36.39,2321.02,72.79,9.56
7101.59,8.26,22.58,133.63,118.4,221.21,1589.39,128.12,148.01,36.68,2285.18,68.69,9.56
7102.6,8.63,22.21,133.75,118.51,221.98,1554.54,128.49,151.22,36.84,2288.43,69.07,9.18
7103.61,8.55,22.62,133.86,118.66,221.73,1552.26,128.07,149.5,36.68,2292.52,73.59,8.79
7104.62,12.04,22.16,133.94,118.7,221.54,1546.96,128.53,151.44,35.02,2293.31,71.28,8.41
7105.63,9.67,23.27,134.01,118.82,221.8,1573.48,127.42,153.35,33.96,2316.97,72.65,8.03
7106.64,12.49,23.27,133.98,118.86,222.05,1566.66,127.42,150.03,34.67,2309.63,68.98,8.41
7107.67,9.69,24.01,134.05,118.74,221.9,1528.02,126.68,152.7,33.67,2309.63,69.54,9.18
7108.68,10.6,23.74,134.09,118.74,222.19,1520.44,126.96,156.25,34.64,2291.69,70.81,8.79
7109.69,8.04,24.76,134.13,118.74,221.97,1535.6,125.94,157.28,35.28,2309.63,70.95,8.41
7110.7,10.88,25.17,134.17,118.7,222.85,1530.29,125.52,150.45,35.11,2308,77.41,8.41
7111.71,10.32,24.76,134.17,118.78,223.26,1530.29,125.94,149.35,33.42,2287.64,75.19,8.03
7112.72,8.8,23.32,134.09,118.82,222.61,1529.54,127.37,137,36.39,2259.93,76.23,7.65
7113.73,9.63,25.36,134.05,118.51,224.37,1526.51,125.33,129.71,35.61,2351.19,79.01,7.27
7114.79,8.5,25.78,133.98,117.98,223.93,1551.51,117.92,123.12,39.67,2300.66,73.26,7.27
7115.82,10.13,25.67,133.86,117.44,223.62,1524.99,121.02,126.51,39.66,2328.37,76.04,7.27
7116.84,6.61,22.99,133.75,116.99,221.83,1528.02,127.7,133.34,36.39,2330,74.49,7.65
7117.86,11.12,25.6,133.67,116.87,220.56,1532.57,113.1,122.24,40.02,2366.68,73.59,7.27
7118.88,7.23,25.78,133.71,117.33,218.36,1457.56,124.92,131.81,36.28,2429.44,76.56,8.79
7119.89,7.49,24.94,133.82,117.52,219.78,1498.47,125.75,129.18,34.64,2424.56,70.81,9.94
7120.9,7.6,23.83,133.94,117.25,221.1,1458.32,126.86,125.37,29.38,2335.71,71.57,11.08
7121.9,7.88,23.13,133.78,116.76,222.79,1475.75,127.56,118.54,30.34,2315.35,73.21,11.46
7122.91,9.64,24.9,133.67,116.42,223.27,1468.93,125.8,121.21,31.55,2354.45,68.46,12.23
7123.92,7.67,23.5,133.56,116.34,223.71,1481.81,127.19,123.27,33.23,2356.91,70.01,12.61
7124.93,8.28,25.22,134.28,116.57,223.43,1518.17,125.47,123.38,17.09,2322.65,73.87,12.23
7125.94,7.52,24.8,133.82,116.8,219.73,1499.99,125.89,147.78,53.59,2290.89,67.05,11.46
7126.95,9.22,25.27,133.59,116.91,220.05,1496.2,125.43,132.19,37.85,2299.03,73.64,10.7
7127.96,7.31,25.73,132.07,115.39,223.78,1409.83,124.96,135.97,29.48,2259.09,71.99,8.41
7128.97,7.48,25.31,132.15,115.39,224.17,1439.38,125.38,138.75,36.31,2290.89,69.21,8.03
7129.98,7.28,24.99,132.56,115.92,223.44,1522.72,125.71,145.69,33.5,2351.19,69.31,7.65
7130.99,10.27,26.19,132.76,116.3,223.39,1509.84,124.5,144.89,34.9,2334.08,73.12,6.89
7132,12.2,25.68,132.83,116.61,223.34,1526.51,125.01,145.92,35.78,2340.59,74.2,6.89
7133.01,11.69,25.82,132.83,116.83,223.47,1513.63,124.87,142.14,35.87,2347.94,74.63,6.89
7134.02,11.32,25.03,132.91,117.1,224.14,1525.75,125.66,141.76,35.54,2365.88,77.03,6.51
7135.03,11.25,26.33,133.02,117.37,224.21,1519.69,124.36,148.05,33.59,2368.3,74.86,6.51
7136.04,11.88,26.56,133.1,117.56,224.1,1537.11,124.13,152.51,35.64,2360.17,73.64,6.51
7137.05,10.23,24.62,133.06,117.56,225.08,1520.44,126.08,148.47,34.52,2352.82,71.94,6.13
7138.06,11.18,25.27,132.91,117.52,223.88,1507.57,125.43,144.58,36.4,2340.59,72.98,5.74
7139.07,10.69,26.05,132.98,117.37,223.12,1508.32,124.64,148.93,36.81,2339.8,67.71,5.74
7140.08,11.98,25.27,132.98,117.29,222.67,1522.72,125.43,155.98,38.09,2318.6,72.32,5.36
7141.09,10.21,24.71,133.02,117.29,222.74,1500.75,125.98,148.55,35.99,2305.54,77.69,4.98
7142.1,13.71,24.66,132.98,117.14,222.97,1503.78,126.03,146.98,36.42,2316.97,74.53,4.98
7143.11,10.95,26.05,132.95,116.8,223.33,1506.81,124.64,144.51,36.22,2338.97,72.7,4.98
7144.12,12.89,25.45,132.91,116.42,223.17,1519.69,125.24,137.76,36.42,2306.37,66.9,5.36
7145.13,11.28,26.56,132.83,116,222.54,1530.29,124.13,133.03,36.95,2390.33,73.26,5.74
7146.14,10.2,27.12,132.76,116.11,220.21,1474.99,123.57,126.36,36.68,2378.9,71.33,6.51
7147.15,10.75,26.01,132.87,116.64,220.05,1457.56,124.69,127.35,38.14,2440.87,76.32,8.03
7148.16,10.45,26.61,133.06,116.95,221.04,1524.99,124.08,124.11,35.86,2406.61,75.71,9.18
7149.17,12,25.64,133.17,117.03,221.73,1487.11,125.06,127.65,35.95,2400.9,72.6,9.18
7150.17,10.12,26.01,133.17,117.14,222.88,1495.44,124.69,132.19,36.97,2386.25,74.63,9.18
7151.18,11.69,26.38,133.1,117.14,223.4,1511.35,124.31,125.94,37.51,2377.28,76.79,9.18
7151.18,11.69,26.38,133.1,117.14,223.4,1511.35,124.31,125.94,37.51,2377.28,76.79,9.18
7152.19,10.43,25.82,133.1,117.14,223.75,1543.17,124.87,140.27,37.09,2348.73,71.76,8.79
7153.2,10.41,25.36,132.95,117.14,223.8,1531.81,125.33,140.43,39.57,2322.65,66.62,8.41
7154.21,11.68,25.54,132.91,116.91,223.84,1527.26,125.15,145.04,41.97,2367.51,64.88,8.41
7155.22,11.88,25.03,133.37,116.91,223.96,1515.14,125.66,141.42,36.77,2363.42,68.74,7.65
7156.23,12.84,26.8,133.37,117.06,223.62,1512.87,123.9,138.83,37.36,2343.85,68.84,7.65
7157.24,10.94,26.56,133.25,117.29,223.06,1499.99,124.13,137.38,32.56,2374.02,67.09,7.27
7158.25,10,21.93,131.84,114.24,222.21,1239.37,128.77,137.91,27.26,2095.53,68.79,5.74
7159.26,8.39,22.21,131.8,114.93,222.22,1471.96,128.49,138.52,30.34,2302.36,71.61,5.74
7160.27,9.2,21.46,131.95,115.46,222.19,1499.99,129.23,143.67,27.72,2307.25,70.39,5.74
7161.28,8.83,21.23,132.03,115.73,221.24,1460.59,129.46,141.72,33.42,2312.96,67.33,5.36
7162.29,9.11,22.35,132.3,115.92,217.41,1443.92,128.35,137.64,32.83,2346.35,66.9,5.74
7163.3,8.76,21.56,132.64,116.64,216.7,1425.74,129.14,138.71,35.92,2396.85,67.66,5.74
7164.31,9.73,20.21,133.02,116.99,218.16,1535.6,130.48,150.49,42.24,2418.04,70.34,5.74
7165.32,10.36,22.11,133.02,117.1,217.35,1514.38,128.58,143.93,38.65,2385.41,70.11,5.74
7166.35,9.67,22.95,133.02,117.1,218.49,1513.63,127.75,146.98,39.28,2384.62,71.1,5.74
7167.36,8.89,21.79,132.95,117.14,220.67,1513.63,128.9,142.94,37.89,2393.59,70.67,5.36
7168.37,9.8,21.6,132.91,117.22,222.18,1543.93,129.09,144.7,37.19,2386.25,68.18,6.13
7169.38,8.73,21.97,133.21,117.03,221.5,1551.51,128.72,140.96,36.65,2400.1,74.06,5.74
7170.39,10.12,23.27,133.52,117.22,220.55,1556.05,127.42,138.29,36.66,2390.33,75.05,6.13
7171.4,8.55,21.23,133.4,117.22,220.61,1513.63,129.46,137.87,34.72,2382.99,77.03,6.13
7172.41,9.4,21.05,133.37,117.44,220.57,1501.5,129.65,139.09,34.27,2407.45,74.91,6.51
7173.42,12.92,27.77,133.33,117.41,220.53,1537.87,122.92,133.03,35.76,2391.96,77.45,6.89
7174.43,12.57,27.12,133.29,117.29,220.15,1507.57,123.57,139.32,35.78,2390.33,77.08,6.51
7175.44,12.7,28.93,133.25,117.25,219.8,1525.75,121.76,140.31,34.9,2373.19,76.51,6.51
7176.45,12.49,28.74,133.1,117.22,219.87,1509.84,121.95,137.83,37.53,2387.04,72.37,6.13
7177.46,14.6,29.99,133.02,117.29,220.14,1509.08,120.7,136.61,37.51,2375.65,74.44,6.51
7178.47,12.2,29.72,132.95,117.37,221.07,1499.23,120.98,135.05,36.86,2386.25,75.76,6.51
7179.48,14.66,30.37,132.91,117.44,221.49,1536.35,120.33,132.5,37.33,2396.85,73.69,6.13
7180.48,13.21,32.31,132.95,117.48,221.77,1595.45,118.38,128.46,37.79,2382.99,68.6,6.13
7181.5,14.49,29.95,132.98,117.44,221.96,1538.63,120.75,131.24,36.54,2392.76,64.46,6.13
7182.51,12.2,31.06,133.1,117.44,222,1510.6,119.63,132.61,34.9,2381.36,78.58,6.13
7183.51,13.66,30.32,133.14,117.52,220.82,1574.99,120.37,133.34,37.79,2371.56,74.06,5.74
7184.52,12.5,30.88,133.17,117.67,220.88,1540.14,119.82,130.36,35.23,2365.88,75.05,6.13
7185.54,12.72,31.71,133.21,117.71,221.46,1566.66,118.98,130.74,35.66,2386.25,70.39,6.13
7186.54,13.72,30.46,133.17,117.79,221.51,1540.14,120.24,123.8,33.03,2355.28,66.15,6.13
7187.57,11.65,30.78,133.25,117.79,221.85,1512.11,119.91,131.51,34.3,2379.74,70.67,6.13
7188.58,13.93,30.6,133.29,117.98,222.07,1519.69,120.1,124.41,35.26,2394.39,69.12,6.51
7189.59,10.99,30.18,133.29,117.94,223.2,1513.63,120.51,126.17,35.76,2409.07,68.84,6.89
7190.62,12.73,30.92,133.33,117.94,224.53,1441.65,119.77,123.38,35.63,2333.25,68.08,6.89
7191.62,12.74,33.94,132.83,116.68,223.55,1495.44,114.86,120.26,35.43,2348.73,70.44,8.79
7192.63,12.2,33.19,132.95,117.1,223.86,1476.5,115.6,118.12,36.4,2357.7,70.72,8.79
7193.64,11.91,31.11,132.98,117.44,224.41,1463.62,117.69,115.07,33.77,2374.81,72.46,9.18
7194.65,12.29,31.76,133.21,117.25,224.6,1496.96,117.04,114.04,31.04,2328.37,71.1,9.18
7195.66,12.41,32.36,133.33,117.52,224.31,1493.17,116.43,120.33,35.83,2362.63,78.35,9.18
7196.67,13.26,31.57,133.44,117.75,223.61,1499.99,117.22,116.06,35.73,2360.17,75.99,9.18
7197.68,14.09,30.5,133.52,118.02,223.46,1461.35,118.29,116.48,35.63,2366.68,74.02,9.18
7198.69,14.32,32.27,133.56,118.21,223.87,1530.29,116.53,117.48,35.96,2365.05,68.32,9.56
7200,15.53,31.94,133.63,118.44,223.38,1499.23,116.85,120.68,36.22,2317.77,65.3,9.18
7201.73,13.14,19.38,133.33,114.7,204.93,1706.06,137.39,144.62,42,2324.36,66.86,5.74
7202.74,13.53,19.29,134.05,115.84,206.29,1698.49,137.48,135.39,37.79,2322.73,78.54,5.74
7203.75,15.9,24.52,135.08,116.76,206.84,1700.76,132.24,136.08,42.94,2313.76,72.84,4.98
7204.76,20.19,27.82,136,117.44,201,1717.43,128.95,128,36.53,2266.55,70.67,4.98
7205.77,17.46,29.44,137.37,118.21,199.53,1715.91,127.33,124.8,38.18,2255.12,72.93,4.6
7206.79,18.69,33.01,137.33,118.63,200.1,1727.27,123.76,126.74,42.15,2263.3,72.27,4.6
7207.8,17.2,30.76,137.22,118.93,199.04,1709.09,118.01,125.71,37.38,2220.11,72.65,4.6
7208.81,20.32,30.96,137.25,119.27,199.72,1720.46,116.8,132.38,42.44,2243.73,75.19,4.22
